t,step,x,y,z,u,yaw,pitch,ex,ey,ez,eu,throttle,pitch_fin,yaw_fin,esc_pwm,pitch_pwm,yaw_pwm,current_n,current_e,current_d,current_mode,energy_wh,reward,done,truncated,reward_progress,reward_depth,reward_cross,reward_energy,reward_fin,reward_time,reward_safety,reward_terminal
0.9999999999999999,10,0.4457665437822047,-0.006223721010597734,1.998649801284541,0.6059066993101704,0.015629207007880286,-0.01168499835750636,0.39932593172926445,-0.0014485951237408817,2.0143514966057467,0.6702904622414523,0.6204191374753607,-0.09986064392987795,-0.008404771951356065,1620.4191374753607,1309.280218778643,1483.9480679805788,0.04450642761922205,-0.008741625157040736,0.0019897581525538553,calm,0.2389007500549293,1.0242070169813315,False,False,1.1054931045594947,-0.00297207790692377,-0.005290162859008074,-0.04210061473468271,-0.012923232077548636,-0.018,0.0,0.0
1.0999999999999999,11,0.5131338287650775,-0.00604349206180806,1.997813328849081,0.629358691338508,0.016781654941964597,-0.015221628880591153,0.46642205418052796,-0.004242890096140229,2.011432971618693,0.671395768928437,0.6334327690156256,0.02012974628202596,0.0460381239640194,1633.4327690156256,1538.4449834876416,1587.9263399946135,0.044487408043576496,-0.008757474803412038,0.001985531580188175,calm,0.25418507337304785,1.065508383984619,False,False,1.1452438447088378,-0.004814979909672021,-0.00513696825253685,-0.04388530484436907,-0.007898207717640948,-0.018,0.0,0.0
1.2,12,0.5827910160341861,-0.005698095831350023,1.996764295327554,0.6523687395069996,0.018787933685053382,-0.017683445165287328,0.5337357273455227,-0.007886763504541244,2.0153458731371274,0.71984869391078,0.56577461522596,0.013885850731583934,-0.003459322517539311,1565.77461522596,1526.5200213956136,1493.3931806590142,0.04443667495585639,-0.008799752376512126,0.001974257560694818,calm,0.2702334928537498,1.1171193638827979,False,False,1.1841721835748467,-0.007127973085635868,-0.004843381456647519,-0.035011037603727826,-0.0020704275460374563,-0.018,0.0,0.0
1.3,13,0.6537429707615551,-0.005222279254564945,1.995560155655391,0.665451097540102,0.020483096102330567,-0.01937067073746834,0.6055946556755349,-0.003590503686501628,1.9916537517632988,0.7221525064033505,0.5920291263990755,0.11289430527420703,0.025129164451631297,1592.0291263990753,1715.6122407757857,1547.9931688589552,0.044354317836073756,-0.00886838330966432,0.0019559559785208994,calm,0.2825403782378052,1.1191477843810882,False,False,1.2061832303652718,-0.009785398554163674,-0.0044389373663802035,-0.03833577196146824,-0.016475338102171305,-0.018,0.0,0.0
1.4000000000000001,14,0.7261892044961342,-0.0045865869282973315,1.994415835060362,0.6805245585807241,0.02251850639007902,-0.01775706495054106,0.6777911938258661,0.0005464597992331246,1.997532862069593,0.7139748739327929,0.605575953515616,-0.0185984393183718,0.0006348024710678595,1605.575953515616,1464.4795973842376,1501.2123834138888,0.044240481940833284,-0.008963246555698044,0.0019306591129119068,calm,0.2962316014985485,1.1549681034912445,False,False,1.2315859734878454,-0.012313227475469334,-0.0038985988890527317,-0.040110244505225504,-0.002295799126853199,-0.018,0.0,0.0
1.5000000000000002,15,0.8001579451076382,-0.0038024768668162203,1.9932963649288198,0.6959196585471987,0.02432738651700106,-0.016779574913993543,0.7494283451592625,0.0014938461832405784,1.9897514458246968,0.7819309536442483,0.5039085693992839,0.04304139000584638,-0.04298237164496961,1503.9085693992838,1582.2029997237187,1417.909717042682,0.04409536804713736,-0.009084174800444647,0.001898411580979479,calm,0.3106704410604141,1.1834067921931635,False,False,1.257468590395567,-0.014788442007447274,-0.003232105336793787,-0.027772920690597346,-0.010268330167564791,-0.018,0.0,0.0
1.6000000000000003,16,0.8743195025763997,-0.0029810589226672173,1.9923040474480305,0.6980122324535047,0.02499869779857944,-0.014722974982586238,0.8274315329147378,0.0023568797294815373,1.9735877060361742,0.7229712962121745,0.6288492752251558,0.020743589103206818,0.005603468649368244,1628.8492752251557,1539.6173369189105,1510.701836808089,0.04391923209826748,-0.009230954757836212,0.0018592702590083956,calm,0.32004525437440473,1.176830729922506,False,False,1.2607464769689458,-0.01698440053144692,-0.0025339000842671345,-0.04325249807278791,-0.003144948357937473,-0.018,0.0,0.0
1.7000000000000004,17,0.9501268016397334,-0.002084275074225569,1.9914495215622758,0.7146701945655012,0.025711268924893282,-0.012332474435757078,0.8998330068651587,0.0036765647898877748,1.9744506601101361,0.7600583661946327,0.5408091409964851,0.07836731710214533,-0.02724995357823116,1540.809140996485,1649.6705507238776,1447.956422267998,0.04371238475236668,-0.00940332754608688,0.0018133041821415505,calm,0.3358221102019852,1.20547906366971,False,False,1.2887240840766734,-0.01887685217635575,-0.0017716338130917334,-0.03198940138902333,-0.012607133028492468,-0.018,0.0,0.0
1.8000000000000005,18,1.0263992728509699,-0.0011916175721104387,1.9908866310022024,0.7195244204333453,0.02575388265637013,-0.008136161166912823,0.9758703187380624,0.0067482257273414675,1.993614700148187,0.7881867666592829,0.5227808131262456,-0.07230164278339374,-0.04022369113921748,1522.7808131262454,1361.9140338883012,1423.1784087095025,0.043475190834519103,-0.009600989144293193,0.001760594422619867,calm,0.34689062844858654,1.2141710900954783,False,False,1.2966320105910203,-0.020124159940195688,-0.001012874936293873,-0.02989216328141515,-0.013431722337637281,-0.018,0.0,0.0
1.9000000000000006,19,1.1028791160653815,-0.00037492037755031647,1.9904504793568092,0.7218385988769749,0.024926658608039443,-0.006388171846221443,1.0546493514273223,0.007199329301971898,1.9750888561212525,0.7734553504998559,0.5604150001454237,0.05273959922419175,-0.00548225216388174,1560.4150001454236,1600.7252149585872,1489.5296696261037,0.043208068693293175,-0.009823590928648132,0.001701233946791883,calm,0.35711148242402335,1.219447054960779,False,False,1.300157334644997,-0.02109101942508304,-0.000318682320917769,-0.03435085635493698,-0.006949721583280218,-0.018,0.0,0.0
2.0000000000000004,20,1.1799879305800485,0.0003717341207854453,1.9902277071839027,0.7283968026140765,0.02407917857588826,-0.003451731382628188,1.1319480206867916,0.007791888761892804,1.972981432779917,0.7574247095105282,0.5743705641404865,0.014562695811345838,0.015733995235267396,1574.3705641404863,1527.812700277432,1530.0497173953256,0.04291148946288319,-0.010070740287323127,0.0016353274511452182,calm,0.36914614574390303,1.2312494980314925,False,False,1.310849846749339,-0.021584992131609165,-0.0003159740026676285,-0.036082981479022266,-0.003616401104547348,-0.018,0.0,0.0
